,tau-testis,gini-testis,RNA tissue specificity,RNA tissue distribution
ENSG00000213420,0.9575108732017394,0.6881284038542101,Group enriched,Detected in some
ENSG00000166856,0.9711565545603064,0.8519865022295428,Group enriched,Detected in some
ENSG00000101812,0.9648835202761002,0.5674339439131137,Tissue enriched,Detected in some
ENSG00000160396,0.9822365002125945,0.7534689689019765,Tissue enriched,Detected in some
ENSG00000268738,0.9739934983745938,0.8249884633133362,Tissue enriched,Detected in some
ENSG00000283697,0.9921365233394679,0.9508797653958942,Tissue enriched,Detected in some
ENSG00000204390,0.949974649315531,0.6444362362855349,Group enriched,Detected in many
ENSG00000142549,0.9069086651053866,0.6908745903053306,Group enriched,Detected in many
ENSG00000169194,0.9836065573770492,0.9024466261492909,Tissue enriched,Detected in some
ENSG00000123999,0.9697270576305556,0.8435213715153551,Group enriched,Detected in some
ENSG00000143319,0.9011547266924017,0.22688234413591823,Tissue enriched,Detected in all
ENSG00000162456,0.9533333333333335,0.8947209653092008,Group enriched,Detected in some
ENSG00000170442,0.9701986754966889,0.8485842083317536,Group enriched,Detected in many
ENSG00000212933,0.98875,0.9615686274509807,Group enriched,Detected in some
ENSG00000166800,0.96738659033741,0.6627176705680846,Tissue enriched,Detected in some
ENSG00000186007,0.9710759374411156,0.7969284420897325,Group enriched,Detected in many
ENSG00000143355,0.9514942993995822,0.8282476024411507,Group enriched,Detected in some
ENSG00000148814,0.9243856332703215,0.4109181977205312,Tissue enriched,Detected in all
ENSG00000176681,0.9140789473684209,0.43375959079283843,Group enriched,Detected in many
ENSG00000238083,0.9679999999999999,0.6424222110496622,Tissue enriched,Detected in some
ENSG00000141294,0.9727528480133371,0.8158928410972619,Group enriched,Detected in many
ENSG00000240720,0.9875547163333627,0.7940668202764976,Tissue enriched,Detected in some
ENSG00000162620,0.9623575789625504,0.5911491218000229,Tissue enriched,Detected in many
ENSG00000188306,0.9799999999999999,0.8668876001104666,Tissue enriched,Detected in some
ENSG00000177689,0.9799999999999999,0.8898094449047222,Group enriched,Detected in some
ENSG00000170948,0.99375,0.9655964950082598,Tissue enriched,Detected in some
ENSG00000205718,0.992857142857143,0.9576883384932919,Tissue enriched,Detected in single
ENSG00000178460,0.9445721711315476,0.47636204458212683,Tissue enriched,Detected in many
ENSG00000239642,0.9871822962313762,0.913032581453634,Tissue enriched,Detected in some
ENSG00000185681,0.9547667751879917,0.7755885324767378,Group enriched,Detected in many
ENSG00000172680,0.9931428571428572,0.9620358781810596,Tissue enriched,Detected in single
ENSG00000101189,0.8862241721756143,0.26495177085093413,Tissue enriched,Detected in all
ENSG00000174527,0.9608510638297876,0.7380448582310621,Tissue enriched,Detected in single
ENSG00000253506,0.9571462158291834,0.47740073546525186,Tissue enriched,Detected in many
ENSG00000121152,0.9475084138530023,0.7077963344263964,Group enriched,Detected in many
ENSG00000167634,0.9632255206025693,0.7653225806451611,Group enriched,Detected in some
ENSG00000135577,0.9513725490196079,0.8089635854341737,Group enriched,Detected in some
ENSG00000106410,0.9918518518518519,0.9587203302373581,Tissue enriched,Detected in single
ENSG00000255346,0.9642870540570957,0.6693025848254723,Group enriched,Detected in many
ENSG00000165555,0.958957424224554,0.5087434589653574,Tissue enriched,Detected in some
ENSG00000136811,0.9249566246696176,0.3359008975510416,Tissue enriched,Detected in all
ENSG00000152463,0.9780172759607412,0.809722378329774,Group enriched,Detected in many
ENSG00000196184,0.9897247706422018,0.9411764705882353,Tissue enriched,Detected in some
ENSG00000168124,0.9616216216216215,0.8482207697893973,Group enriched,Detected in some
ENSG00000221882,0.8834411189652581,0.5628010509414683,Group enriched,Detected in some
ENSG00000181961,0.9927272727272727,0.9620915032679742,Tissue enriched,Detected in single
ENSG00000176294,0.9933333333333332,0.9562091503267975,Tissue enriched,Detected in some
ENSG00000176895,0.9906666666666667,0.9500891265597149,Tissue enriched,Detected in single
ENSG00000277932,0.995016611295681,0.9665775401069518,Tissue enriched,Detected in single
ENSG00000196099,0.9819354838709679,0.9172482552342969,Group enriched,Detected in some
ENSG00000170953,0.9942857142857143,0.9684095860566451,Tissue enriched,Detected in single
ENSG00000279116,0.9957716701902747,0.9702797202797204,Tissue enriched,Detected in single
ENSG00000174788,0.9718447193613265,0.7839092125972671,Group enriched,Detected in many
ENSG00000169340,0.9812037359996894,0.8950902373170386,Group enriched,Detected in some
ENSG00000122733,0.9420129622569581,0.7153403548221757,Group enriched,Detected in many
ENSG00000204311,0.9386177347242923,0.4654626231408152,Tissue enriched,Detected in many
ENSG00000118557,0.9466148605492873,0.4869835880022637,Group enriched,Detected in many
ENSG00000146453,0.9731073862589802,0.6872340425531913,Tissue enriched,Detected in some
ENSG00000188219,0.976326530612245,0.934579439252337,Group enriched,Detected in some
ENSG00000196604,0.9719298245614034,0.8438528696149996,Tissue enriched,Detected in some
ENSG00000185686,0.9918787549436946,0.9031463530907358,Tissue enriched,Detected in some
ENSG00000007038,0.96048087431694,0.772163232363994,Group enriched,Detected in many
ENSG00000189099,0.9746341463414636,0.9070208728652753,Group enriched,Detected in some
ENSG00000253649,0.9528043775649793,0.8898940864960285,Group enriched,Detected in some
ENSG00000147613,0.9688524590163935,0.9443826473859847,Group enriched,Detected in some
ENSG00000129646,0.9579992820390092,0.4989423585404549,Tissue enriched,Detected in many
ENSG00000244588,0.989824759751272,0.9196980096087852,Tissue enriched,Detected in some
ENSG00000085999,0.947923304176563,0.6614404235576659,Group enriched,Detected in many
ENSG00000151164,0.98190535106712,0.720550653358407,Tissue enriched,Detected in some
ENSG00000251258,0.989549180327869,0.9427480916030535,Tissue enriched,Detected in some
ENSG00000101883,0.9660926996108038,0.6584162160117994,Group enriched,Detected in some
ENSG00000105982,0.9697077690662873,0.6007756710169907,Tissue enriched,Detected in many
ENSG00000114547,0.9895886365950511,0.8757926661152466,Tissue enriched,Detected in some
ENSG00000215474,0.9757575757575758,0.9100188020413644,Group enriched,Detected in some
ENSG00000139656,0.9762264150943398,0.779017354068064,Tissue enriched,Detected in some
ENSG00000165698,0.8877137317116162,0.44611135660627466,Group enriched,Detected in all
ENSG00000167523,0.9394793219076006,0.4044270604435847,Tissue enriched,Detected in all
ENSG00000214300,0.9792307692307693,0.863854975952645,Group enriched,Detected in some
ENSG00000184895,0.9521857923497279,0.7791123312743082,Group enriched,Detected in some
ENSG00000196074,0.9554978967645553,0.5509173452175178,Group enriched,Detected in many
ENSG00000146378,0.9965217391304347,0.9745824255628182,Tissue enriched,Detected in single
ENSG00000122728,0.9890322580645162,0.934640522875817,Tissue enriched,Detected in some
ENSG00000214946,0.992287581699346,0.8969663337032929,Tissue enriched,Detected in some
ENSG00000162782,0.9800843588294122,0.7986285493529071,Tissue enriched,Detected in some
ENSG00000180113,0.9698516371815394,0.6244153975296796,Tissue enriched,Detected in many
ENSG00000249961,0.9822639909553417,0.8162358912709544,Tissue enriched,Detected in some
ENSG00000226174,0.924486898154124,0.4429367524465391,Tissue enriched,Detected in many
ENSG00000278057,0.9922480620155039,0.9518025078369907,Tissue enriched,Detected in some
ENSG00000284491,0.9887640449438202,0.952692075015124,Group enriched,Detected in some
ENSG00000166448,0.9122292688763911,0.7051286802171532,Group enriched,Detected in many
ENSG00000185863,0.983343560971333,0.8151364764267988,Tissue enriched,Detected in some
ENSG00000131747,0.9702161514068336,0.7425890991068567,Group enriched,Detected in many
ENSG00000152503,0.9613609511150496,0.65887718994492,Tissue enriched,Detected in many
ENSG00000176979,0.9761549925484351,0.9332935085623253,Group enriched,Detected in some
ENSG00000185880,0.9301964345457153,0.4072412960462184,Tissue enriched,Detected in all
ENSG00000167094,0.9858420268256336,0.9159267168708556,Group enriched,Detected in some
ENSG00000075886,0.9935496051099709,0.9112236736870172,Tissue enriched,Detected in some
ENSG00000131864,0.9426190476190475,0.7481146304675717,Group enriched,Detected in some
ENSG00000101842,0.9764789736279411,0.920946519524618,Group enriched,Detected in some
ENSG00000183066,0.9348228450555265,0.4567365504260996,Tissue enriched,Detected in many
ENSG00000179698,0.9657419083648592,0.7764020880738853,Group enriched,Detected in some
ENSG00000182223,0.9604761904761903,0.9000784313725494,Group enriched,Detected in some
ENSG00000176083,0.9642231157851328,0.7770410982192186,Group enriched,Detected in many
ENSG00000182111,0.9593727726300789,0.6458333333333333,Group enriched,Detected in some
ENSG00000196350,0.9687341558222066,0.7825440402653858,Group enriched,Detected in some
ENSG00000140798,0.9834842182529971,0.8340928168845188,Group enriched,Detected in some
ENSG00000274792,0.9927325581395349,0.9599567099567101,Tissue enriched,Detected in single
ENSG00000182035,0.9914378197765485,0.8947901201241732,Tissue enriched,Detected in some
ENSG00000151687,0.9653333333333326,0.6292045273393909,Group enriched,Detected in some
ENSG00000180071,0.9025799516259069,0.6127128003960849,Group enriched,Detected in many
ENSG00000183148,0.9399999999999998,0.6504127966976265,Tissue enriched,Detected in some
ENSG00000157999,0.9224175824175821,0.5972443031266559,Group enriched,Detected in some
ENSG00000284922,0.9383241758241756,0.6546071569251282,Group enriched,Detected in many
ENSG00000105011,0.9096184535035544,0.6876424438990179,Group enriched,Detected in many
ENSG00000087586,0.8963742969965299,0.5358816025043147,Group enriched,Detected in many
ENSG00000177324,0.9909553420011307,0.9483870967741932,Tissue enriched,Detected in some
ENSG00000188848,0.9535826118990609,0.6865481033014851,Tissue enriched,Detected in some
ENSG00000125533,0.9792083166733307,0.9366978841484563,Group enriched,Detected in some
ENSG00000138152,0.9684010453789502,0.8003832641328648,Group enriched,Detected in some
ENSG00000283199,0.9818136932192233,0.8453897300328448,Tissue enriched,Detected in some
ENSG00000125319,0.9479086869924934,0.5587669288686823,Group enriched,Detected in many
ENSG00000177025,0.9315972725953872,0.40311542812991585,Tissue enriched,Detected in many
ENSG00000163263,0.9756451486391089,0.8699897544164674,Group enriched,Detected in some
ENSG00000215217,0.9406987205117953,0.7135060011288725,Group enriched,Detected in many
ENSG00000203872,0.940431748092842,0.49614006065618965,Tissue enriched,Detected in many
ENSG00000204352,0.884858654963211,0.5901263097913827,Group enriched,Detected in many
ENSG00000167131,0.9462018009697528,0.595797962648557,Group enriched,Detected in many
ENSG00000128596,0.9461977982529615,0.6241038471848945,Group enriched,Detected in many
ENSG00000187860,0.9445549011516675,0.47205424071422564,Group enriched,Detected in many
ENSG00000147082,0.9173681878599911,0.6276971927545647,Group enriched,Detected in some
ENSG00000158402,0.9356926757194123,0.6916078409314623,Group enriched,Detected in many
ENSG00000146670,0.9215662106084886,0.6594873371722476,Group enriched,Detected in many
ENSG00000134690,0.9227983225314523,0.6313864616867049,Group enriched,Detected in many
ENSG00000100526,0.9638037686544314,0.6480915648166699,Tissue enriched,Detected in many
ENSG00000224109,0.9828125,0.9330651469437925,Group enriched,Detected in some
ENSG00000117971,0.9348692955250334,0.6835553997194952,Group enriched,Detected in some
ENSG00000092853,0.9363136324417601,0.6281416313674382,Group enriched,Detected in many
ENSG00000196431,0.9475409836065578,0.7118535586277521,Group enriched,Detected in some
ENSG00000198889,0.967637540453074,0.8630173049247081,Group enriched,Detected in some
ENSG00000198010,0.8986392371156109,0.6649886994041505,Group enriched,Detected in some
ENSG00000187726,0.9691447368421053,0.8047079116251932,Group enriched,Detected in many
ENSG00000159625,0.9843145798159145,0.8606440659400845,Group enriched,Detected in some
ENSG00000168589,0.9696042739277481,0.7415047822729162,Group enriched,Detected in many
ENSG00000070886,0.8957504376890021,0.7305302578942892,Group enriched,Detected in some
ENSG00000163645,0.9764286375845146,0.7360482936493107,Tissue enriched,Detected in some
ENSG00000171320,0.9406046626575497,0.6721598877980361,Group enriched,Detected in many
ENSG00000179083,0.9075450565115568,0.6820815353510967,Group enriched,Detected in some
ENSG00000153347,0.9651275584440777,0.7724082155827507,Group enriched,Detected in some
ENSG00000204952,0.9771566783122811,0.8099867432611578,Group enriched,Detected in some
ENSG00000128610,0.9552370668499067,0.8050794801429091,Group enriched,Detected in some
ENSG00000186790,0.9444048467569499,0.7194187160651546,Group enriched,Detected in some
ENSG00000147174,0.9479759116761463,0.4076688487525302,Tissue enriched,Detected in many
ENSG00000164404,0.930990990990991,0.5808525839485592,Group enriched,Detected in many
ENSG00000180481,0.9325260804769003,0.4823734254309915,Tissue enriched,Detected in many
ENSG00000140478,0.993943661971831,0.9689454160042394,Tissue enriched,Detected in some
ENSG00000273976,0.9908862350722817,0.9503530450132391,Tissue enriched,Detected in some
ENSG00000179600,0.9926470588235294,0.9678362573099419,Tissue enriched,Detected in single
ENSG00000170627,0.9623977054443066,0.8368389612022891,Group enriched,Detected in some
ENSG00000274183,0.9709302325581395,0.8680555555555556,Tissue enriched,Detected in some
ENSG00000269466,0.961734693877551,0.934609250398724,Group enriched,Detected in some
ENSG00000138622,0.9378360655737704,0.7488017663848352,Group enriched,Detected in some
ENSG00000123485,0.9495685091912359,0.7405804283524076,Group enriched,Detected in many
ENSG00000186792,0.891561408223596,0.4103875134553283,Group enriched,Detected in all
ENSG00000163913,0.9102328372075015,0.34917222924691993,Tissue enriched,Detected in all
ENSG00000196388,0.9213035939470365,0.4500153737149579,Tissue enriched,Detected in many
ENSG00000168348,0.889974779319041,0.6637840881666797,Group enriched,Detected in some
ENSG00000164627,0.8433903034530866,0.5663208896982306,Group enriched,Detected in many
ENSG00000128944,0.8875212456823292,0.36463415470970495,Group enriched,Detected in all
ENSG00000131914,0.9767480762796927,0.7139648836259695,Tissue enriched,Detected in some
ENSG00000171695,0.9593333333333334,0.8183581124757597,Group enriched,Detected in some
ENSG00000159708,0.9754355311167066,0.8477556967660991,Group enriched,Detected in some
ENSG00000185674,0.958,0.7939473556171852,Group enriched,Detected in some
ENSG00000182050,0.8954364200265842,0.6353960939214394,Group enriched,Detected in many
ENSG00000185818,0.8824600878602806,0.6673462365591398,Group enriched,Detected in many
ENSG00000181965,0.9787098147753888,0.9180790960451979,Group enriched,Detected in some
ENSG00000160505,0.9204714808291556,0.7630763623109169,Group enriched,Detected in some
ENSG00000101746,0.9303448275862067,0.8234087481146306,Group enriched,Detected in some
ENSG00000196993,0.9260294117647058,0.49752984135751355,Tissue enriched,Detected in many
ENSG00000106236,0.9398296547302866,0.6972912486494831,Group enriched,Detected in many
ENSG00000175352,0.8561380728236758,0.6632506371022198,Group enriched,Detected in many
ENSG00000117481,0.9095831721757759,0.267580195884626,Group enriched,Detected in all
ENSG00000113569,0.9113912209723813,0.29851282419714065,Group enriched,Detected in all
ENSG00000187080,0.9640000000000002,0.8436974789915967,Group enriched,Detected in some
ENSG00000204657,0.9637606837606836,0.7368734727933728,Group enriched,Detected in some
ENSG00000141194,0.9077272727272724,0.7081051043899342,Group enriched,Detected in some
ENSG00000180988,0.9617142857142855,0.7629757785467133,Group enriched,Detected in some
ENSG00000183034,0.9692221150755378,0.866708798153542,Group enriched,Detected in some
ENSG00000106331,0.9205548549810835,0.7577815506508208,Group enriched,Detected in some
ENSG00000204963,0.8990423632527187,0.5742872440101727,Group enriched,Detected in many
ENSG00000204961,0.8822857142857141,0.728012366772435,Group enriched,Detected in some
ENSG00000156873,0.9019658384025846,0.35375116868269507,Group enriched,Detected in all
ENSG00000173868,0.9661475409836069,0.780153133715729,Group enriched,Detected in many
ENSG00000127564,0.9542638970470442,0.74501989270416,Group enriched,Detected in many
ENSG00000165807,0.9548630949764861,0.6586866359447006,Tissue enriched,Detected in many
ENSG00000143125,0.9828600158449634,0.9080696457621904,Group enriched,Detected in many
ENSG00000188368,0.9510102935569957,0.494764726166965,Tissue enriched,Detected in many
ENSG00000215148,0.9847634322373695,0.9422348484848486,Group enriched,Detected in some
ENSG00000223638,0.9518110236220474,0.8593941040619482,Group enriched,Detected in some
ENSG00000229292,0.9322222222222222,0.8071481757259866,Group enriched,Detected in some
ENSG00000158423,0.9410969654691312,0.6091021162934043,Group enriched,Detected in many
ENSG00000134758,0.8549157993478358,0.36996832195600793,Group enriched,Detected in all
ENSG00000184788,0.8841074681238615,0.6296429959469216,Group enriched,Detected in some
ENSG00000163535,0.8914154768200249,0.47972306899009665,Group enriched,Detected in many
ENSG00000152292,0.9393750000000001,0.8104575163398697,Group enriched,Detected in some
ENSG00000165480,0.9616566834804535,0.6949882719059892,Group enriched,Detected in many
ENSG00000105143,0.9642239073660362,0.7505155842639795,Group enriched,Detected in some
ENSG00000203870,0.9824390243902441,0.8994143111790169,Tissue enriched,Detected in single
ENSG00000176887,0.8723177395708389,0.5798543761749881,Group enriched,Detected in some
ENSG00000134532,0.919672131147541,0.47084367245657566,Tissue enriched,Detected in many
ENSG00000162814,0.9635587431693987,0.6765539962883418,Tissue enriched,Detected in many
ENSG00000163071,0.9422361953240013,0.6446185907176663,Group enriched,Detected in many
ENSG00000249481,0.9864448250550527,0.9215686274509802,Group enriched,Detected in some
ENSG00000204710,0.9696721311475409,0.8887945670628183,Group enriched,Detected in some
ENSG00000173662,0.9439013385471495,0.6874581715968413,Group enriched,Detected in some
ENSG00000204071,0.903569976967891,0.6749740947695648,Group enriched,Detected in many
ENSG00000184786,0.9394970825229233,0.5120639916076577,Tissue enriched,Detected in many
ENSG00000173809,0.985014304527497,0.80498109331964,Tissue enriched,Detected in some
ENSG00000218819,0.9936283185840707,0.9685484932227928,Tissue enriched,Detected in some
ENSG00000146426,0.8815962666028482,0.5932949615566341,Group enriched,Detected in many
ENSG00000228927,0.9921052631578947,0.9615242323344433,Tissue enriched,Detected in some
ENSG00000204815,0.9440154440154436,0.7126762985896111,Group enriched,Detected in many
ENSG00000137473,0.9807325728027211,0.8790853140916808,Tissue enriched,Detected in some
ENSG00000162571,0.9884701720971358,0.8847785941613298,Tissue enriched,Detected in some
ENSG00000144406,0.8780737704918036,0.6709326024316535,Group enriched,Detected in many
ENSG00000112290,0.8728148551006139,0.5772354885258111,Group enriched,Detected in many
ENSG00000065978,0.9268118309534337,0.3905833469437472,Group enriched,Detected in all
ENSG00000119703,0.9644628278147129,0.6170464634507251,Tissue enriched,Detected in many
ENSG00000215817,0.9762215834857589,0.8505050505050504,Tissue enriched,Detected in some
ENSG00000268696,0.9841133004926106,0.9019080548085543,Tissue enriched,Detected in some
ENSG00000205002,0.9601443826139271,0.7629161635328621,Tissue enhanced,Detected in many
ENSG00000267618,0.8723089077621965,0.3481505228946029,Tissue enhanced,Detected in many
ENSG00000267168,0.8808695652173915,0.754901960784313,Tissue enhanced,Detected in some
ENSG00000258881,0.8242857142857145,0.5096607986260198,Tissue enhanced,Detected in some
ENSG00000267140,0.8721178195388514,0.40407509498621796,Tissue enhanced,Detected in many
ENSG00000268465,0.9276595744680851,0.7955182072829132,Tissue enhanced,Detected in some
ENSG00000284526,0.9078089569160994,0.6277606443668733,Tissue enhanced,Detected in many
ENSG00000284791,0.9303341508277134,0.8126094570928197,Tissue enhanced,Detected in many
ENSG00000284906,0.9192708333333334,0.7133620214057155,Tissue enhanced,Detected in some
ENSG00000275740,0.7450396825396828,0.31326953748006403,Tissue enhanced,Detected in all
ENSG00000283952,0.9767441860465116,0.9277597402597404,Tissue enhanced,Detected in some
ENSG00000198211,0.9293126785982851,0.6609003287091202,Tissue enhanced,Detected in many
ENSG00000284512,0.885662274618585,0.35881507046304284,Tissue enhanced,Detected in many
ENSG00000251569,0.8259376877521243,0.42623820669002277,Tissue enhanced,Detected in many
ENSG00000258130,0.8757377049180326,0.5703208556149735,Tissue enhanced,Detected in many
ENSG00000258150,0.8924489795918367,0.5664000000000002,Tissue enhanced,Detected in many
ENSG00000279408,0.9799154334038056,0.9440133037694016,Tissue enhanced,Detected in some
ENSG00000260342,0.8061697801499554,0.4860671681446129,Tissue enhanced,Detected in all
ENSG00000284465,0.9912790697674418,0.9648760330578512,Tissue enhanced,Detected in single
ENSG00000249156,0.9700996677740862,0.927083333333333,Tissue enhanced,Detected in some
ENSG00000280778,0.8768037518037518,0.49661237492708743,Tissue enhanced,Detected in some
ENSG00000205126,0.9669230769230768,0.9104859335038362,Tissue enhanced,Detected in some
ENSG00000142513,0.9476190476190476,0.8722910216718269,Tissue enhanced,Detected in some
ENSG00000164398,0.8546112281344447,0.6711330040265511,Tissue enhanced,Detected in many
ENSG00000215009,0.9411111111111108,0.7337752002209332,Tissue enhanced,Detected in some
ENSG00000118492,0.9553734061930783,0.845436007816704,Tissue enhanced,Detected in some
ENSG00000165923,0.9397782063645129,0.5686981059298806,Tissue enhanced,Detected in many
ENSG00000232434,0.9014226908355601,0.4964945696223051,Tissue enhanced,Detected in many
ENSG00000165695,0.9241455959988882,0.6411128384505764,Tissue enhanced,Detected in many
ENSG00000121057,0.8318495323468614,0.3878891842290726,Tissue enhanced,Detected in all
ENSG00000186471,0.9552238805970148,0.8843870967741936,Tissue enhanced,Detected in some
ENSG00000274944,0.9313364055299542,0.6154133669726916,Tissue enhanced,Detected in some
ENSG00000187186,0.9214261817139038,0.5378184002467654,Tissue enhanced,Detected in all
ENSG00000271810,0.9095454545454545,0.6040506737674496,Tissue enhanced,Detected in some
ENSG00000261793,0.9794868896925857,0.9419424850786757,Tissue enhanced,Detected in some
ENSG00000116127,0.8449045566502462,0.3666955550870947,Tissue enhanced,Detected in all
ENSG00000155749,0.9315751960085533,0.6216297933565489,Tissue enhanced,Detected in many
ENSG00000135409,0.9693588533173123,0.8581057216858956,Tissue enhanced,Detected in some
ENSG00000151743,0.7733474352194606,0.3435806732361948,Tissue enhanced,Detected in all
ENSG00000132623,0.8511475409836066,0.45691244239631335,Tissue enhanced,Detected in many
ENSG00000144504,0.8491803278688526,0.2550917141049964,Tissue enhanced,Detected in all
ENSG00000230453,0.9597172283502956,0.7083940339923691,Tissue enhanced,Detected in many
ENSG00000260691,0.9638640429338102,0.7938116100766701,Tissue enhanced,Detected in some
ENSG00000276203,0.9500000000000001,0.8820346320346322,Tissue enhanced,Detected in some
ENSG00000229089,0.9720930232558139,0.9285123966942148,Tissue enhanced,Detected in some
ENSG00000145700,0.9290859413810232,0.5516220804845595,Tissue enhanced,Detected in some
ENSG00000137494,0.7923366538552046,0.32783464989300026,Tissue enhanced,Detected in all
ENSG00000144031,0.9052640250432489,0.5529902675817209,Tissue enhanced,Detected in many
ENSG00000284844,0.9372093023255813,0.8599508599508598,Tissue enhanced,Detected in some
ENSG00000138613,0.9121346170526501,0.3863923031506624,Tissue enhanced,Detected in all
ENSG00000173627,0.9752014448457907,0.927840939998912,Tissue enhanced,Detected in some
ENSG00000128313,0.9714814814814815,0.9142343960484958,Tissue enhanced,Detected in some
ENSG00000186103,0.9227777777777775,0.6292436974789914,Tissue enhanced,Detected in some
ENSG00000088756,0.8963967712407426,0.5895038253321996,Tissue enhanced,Detected in many
ENSG00000147799,0.85609375,0.5485336174507933,Tissue enhanced,Detected in many
ENSG00000122644,0.8345459568981399,0.40982200475416386,Tissue enhanced,Detected in all
ENSG00000196503,0.8549310434556335,0.4615554573574898,Tissue enhanced,Detected in many
ENSG00000118690,0.7812145582018766,0.3477888871604131,Tissue enhanced,Detected in all
ENSG00000165309,0.9381371829377702,0.799013262956177,Tissue enhanced,Detected in some
ENSG00000169126,0.929061102831594,0.7438896840251019,Tissue enhanced,Detected in many
ENSG00000167311,0.963816275291685,0.7418750755104508,Tissue enhanced,Detected in many
ENSG00000102048,0.8971116315378606,0.5371981084276307,Tissue enhanced,Detected in many
ENSG00000162174,0.8506932016130957,0.5757209751746692,Tissue enhanced,Detected in many
ENSG00000166669,0.8573327425786442,0.4038008805822626,Tissue enhanced,Detected in many
ENSG00000132681,0.9609396464877734,0.8259103380304202,Tissue enhanced,Detected in some
ENSG00000166896,0.871633118904337,0.3322636134951169,Tissue enhanced,Detected in all
ENSG00000250565,0.8761833294851075,0.35848417641668506,Tissue enhanced,Detected in many
ENSG00000164053,0.8552839960621497,0.2698313393438694,Tissue enhanced,Detected in all
ENSG00000142920,0.7863175076289832,0.5104475532825221,Tissue enhanced,Detected in many
ENSG00000166170,0.8428531166330029,0.21207854744847388,Tissue enhanced,Detected in all
ENSG00000214413,0.8142154233612388,0.28918406072106295,Tissue enhanced,Detected in all
ENSG00000119636,0.8206287776666523,0.3918545162723379,Tissue enhanced,Detected in all
ENSG00000121380,0.9474673970810674,0.8361458692075157,Tissue enhanced,Detected in some
ENSG00000089685,0.9355971896955503,0.7176781843682263,Tissue enhanced,Detected in many
ENSG00000169594,0.9405067064083459,0.8314243721967411,Tissue enhanced,Detected in many
ENSG00000089234,0.8115193993958768,0.20557705272295723,Tissue enhanced,Detected in all
ENSG00000139618,0.9000847936687394,0.5999882412887552,Tissue enhanced,Detected in many
ENSG00000182685,0.9207522598437264,0.4644993346854933,Tissue enhanced,Detected in all
ENSG00000233436,0.962857142857143,0.8372549019607844,Tissue enhanced,Detected in some
ENSG00000156970,0.9514820334492464,0.7307603686635946,Tissue enhanced,Detected in many
ENSG00000204683,0.9795833333333335,0.8878107944208611,Tissue enhanced,Detected in some
ENSG00000179133,0.9167260631979095,0.6816678841939332,Tissue enhanced,Detected in many
ENSG00000150750,0.9,0.7686618507051943,Tissue enhanced,Detected in some
ENSG00000137691,0.9351754727724999,0.6173550767765741,Tissue enhanced,Detected in many
ENSG00000205177,0.9439067746395416,0.6668717588116375,Tissue enhanced,Detected in many
ENSG00000257057,0.9603867747972545,0.8550072603489725,Tissue enhanced,Detected in some
ENSG00000139637,0.7748965834227055,0.19691489089560288,Tissue enhanced,Detected in all
ENSG00000185306,0.9660109289617484,0.8244699461199356,Tissue enhanced,Detected in some
ENSG00000182993,0.861712204007286,0.41460653670247494,Tissue enhanced,Detected in many
ENSG00000197734,0.8693310996769177,0.4591327856374181,Tissue enhanced,Detected in many
ENSG00000179008,0.9565428266563196,0.8474669315627126,Tissue enhanced,Detected in some
ENSG00000167173,0.8769462926126619,0.42136733150331374,Tissue enhanced,Detected in all
ENSG00000166920,0.9115097416530773,0.7707037643207852,Tissue enhanced,Detected in many
ENSG00000166455,0.879456154046318,0.4768600107271477,Tissue enhanced,Detected in many
ENSG00000159761,0.8807361813638857,0.32650783989798016,Tissue enhanced,Detected in all
ENSG00000187624,0.9267841735486255,0.43384212628122665,Tissue enhanced,Detected in all
ENSG00000166845,0.8724954462659383,0.4640961325322286,Tissue enhanced,Detected in many
ENSG00000132016,0.8417209535399812,0.4566763617133791,Tissue enhanced,Detected in many
ENSG00000283567,0.9642857142857141,0.9308565531475743,Tissue enhanced,Detected in some
ENSG00000180999,0.9722222222222224,0.9083804456268709,Tissue enhanced,Detected in some
ENSG00000198520,0.8319443172451689,0.5052695646602814,Tissue enhanced,Detected in many
ENSG00000282872,0.9598308668076109,0.9257575757575758,Tissue enhanced,Detected in some
ENSG00000186897,0.9319315751960091,0.7354702599700564,Tissue enhanced,Detected in some
ENSG00000205863,0.9448587570621467,0.7068848592068406,Tissue enhanced,Detected in many
ENSG00000124237,0.9764921496190256,0.9342647144607128,Tissue enhanced,Detected in some
ENSG00000115998,0.8291819194652239,0.25180830276644617,Tissue enhanced,Detected in all
ENSG00000173557,0.9737485851984373,0.7899359257622622,Tissue enhanced,Detected in many
ENSG00000177994,0.964494814319171,0.7373476124873277,Tissue enhanced,Detected in some
ENSG00000284308,0.8703571428571433,0.5770782889426953,Tissue enhanced,Detected in many
ENSG00000187699,0.8628965679915087,0.49688324885677826,Tissue enhanced,Detected in all
ENSG00000163689,0.9543985222812281,0.6454316092989727,Tissue enhanced,Detected in many
ENSG00000197826,0.9543527416619556,0.8345090258897301,Tissue enhanced,Detected in some
ENSG00000163633,0.9529274004683839,0.6706939650041661,Tissue enhanced,Detected in some
ENSG00000205129,0.8652269861286256,0.6135423324027043,Tissue enhanced,Detected in many
ENSG00000112539,0.9321626997736462,0.773615635179153,Tissue enhanced,Detected in some
ENSG00000137434,0.8447716958414375,0.42869453197082374,Tissue enhanced,Detected in many
ENSG00000164746,0.9343477919836848,0.7741010300376245,Tissue enhanced,Detected in some
