,tau-brain,gini-brain,RNA tissue specificity,RNA tissue distribution
ENSG00000003249,0.8450262212495355,0.5443295763699958,Tissue enhanced,Detected in many
ENSG00000244274,0.8455543639242126,0.5820067655919123,Tissue enhanced,Detected in all
ENSG00000185610,0.8599662938562896,0.6415121165208044,Tissue enhanced,Detected in some
ENSG00000170959,0.9222078958678703,0.7102031374858053,Tissue enhanced,Detected in many
ENSG00000163673,0.9308196721311472,0.7012112223458162,Tissue enhanced,Detected in some
ENSG00000077279,0.9116096251557854,0.611530856181566,Tissue enhanced,Detected in some
ENSG00000177030,0.7702193360882795,0.38657609892235123,Tissue enhanced,Detected in all
ENSG00000058866,0.8985694111868364,0.5298458538553348,Tissue enhanced,Detected in many
ENSG00000157680,0.9246208058832546,0.6655447250794333,Tissue enhanced,Detected in many
ENSG00000149091,0.7657710091505802,0.39946770656023545,Tissue enhanced,Detected in all
ENSG00000162595,0.932882157758139,0.7202735971168244,Tissue enhanced,Detected in many
ENSG00000231672,0.8540528233151186,0.5815273944713388,Tissue enhanced,Detected in some
ENSG00000204624,0.8815715093273039,0.5910935280990064,Tissue enhanced,Detected in many
ENSG00000150764,0.8414358394573207,0.43337618195609773,Tissue enhanced,Detected in many
ENSG00000150672,0.830601092896175,0.6298918788125776,Tissue enhanced,Detected in many
ENSG00000115844,0.9032937283802076,0.635509608785175,Tissue enhanced,Detected in some
ENSG00000006377,0.9378179762577727,0.6812775585982824,Tissue enhanced,Detected in some
ENSG00000269502,0.9029069767441861,0.7546113306982876,Tissue enhanced,Detected in some
ENSG00000184911,0.8065356638801434,0.6137793501660469,Tissue enhanced,Detected in many
ENSG00000158856,0.857565777300818,0.5462375612542463,Tissue enhanced,Detected in all
ENSG00000197653,0.9168332666933221,0.7523966835082265,Tissue enhanced,Detected in some
ENSG00000250091,0.8476315789473685,0.470229007633588,Tissue enhanced,Detected in many
ENSG00000174844,0.9212401995723453,0.8059321010027789,Tissue enhanced,Detected in some
ENSG00000115423,0.8794355675451339,0.6462202671880091,Tissue enhanced,Detected in many
ENSG00000118997,0.8624121779859486,0.5911048421167393,Tissue enhanced,Detected in many
ENSG00000007174,0.9276221550214868,0.6665389453593789,Tissue enhanced,Detected in many
ENSG00000108176,0.8424881129799164,0.5746852189480756,Tissue enhanced,Detected in many
ENSG00000197959,0.8416802412227499,0.5718943374010532,Tissue enhanced,Detected in many
ENSG00000272636,0.8533549783549784,0.5339005408257487,Tissue enhanced,Detected in many
ENSG00000135905,0.7415749880419181,0.5096723152307066,Tissue enhanced,Detected in many
ENSG00000088538,0.8720974335201654,0.5705079891468197,Tissue enhanced,Detected in many
ENSG00000206052,0.8107707143386987,0.5771889400921661,Tissue enhanced,Detected in many
ENSG00000205683,0.9332323908802376,0.6662487575675433,Tissue enhanced,Detected in many
ENSG00000130226,0.8632923198335547,0.6299165583335848,Tissue enhanced,Detected in many
ENSG00000092964,0.8483905707789874,0.4776606010476978,Tissue enhanced,Detected in all
ENSG00000151640,0.8882684426229509,0.5699591131289419,Tissue enhanced,Detected in many
ENSG00000162490,0.8529767040552203,0.555761828524713,Tissue enhanced,Detected in some
ENSG00000157856,0.9398610121168918,0.7933456006609334,Tissue enhanced,Detected in some
ENSG00000151577,0.9814285714285713,0.926167998063423,Tissue enhanced,Detected in some
ENSG00000177103,0.83890290037831,0.5795393342118833,Tissue enhanced,Detected in many
ENSG00000197057,0.8823014483526977,0.6982004403177944,Tissue enhanced,Detected in many
ENSG00000047579,0.8823815528733558,0.3150115563572977,Tissue enhanced,Detected in all
ENSG00000110042,0.7918645625861805,0.4415755934889558,Tissue enhanced,Detected in all
ENSG00000184545,0.839105417435675,0.4866167552298364,Tissue enhanced,Detected in many
ENSG00000133665,0.9727066620160445,0.8066125812890348,Tissue enhanced,Detected in some
ENSG00000158560,0.8674775251189848,0.5604895986070382,Tissue enhanced,Detected in many
ENSG00000171551,0.9716057534954495,0.81267576509512,Tissue enhanced,Detected in many
ENSG00000164176,0.8391789825687547,0.6447467386855392,Tissue enhanced,Detected in many
ENSG00000172771,0.9069027907231759,0.6971990243429658,Tissue enhanced,Detected in many
ENSG00000183690,0.8410308953341741,0.551931859369337,Tissue enhanced,Detected in many
ENSG00000115468,0.7645708775313403,0.6067898321750536,Tissue enhanced,Detected in many
ENSG00000143590,0.9192632874211093,0.5769210488155341,Tissue enhanced,Detected in many
ENSG00000108947,0.9111153226570643,0.6509683226387157,Tissue enhanced,Detected in many
ENSG00000084710,0.8391830153184625,0.606675668007084,Tissue enhanced,Detected in many
ENSG00000241404,0.7859284301843462,0.42876976509557796,Tissue enhanced,Detected in many
ENSG00000179388,0.819625292740047,0.5478457510116639,Tissue enhanced,Detected in many
ENSG00000013016,0.8230910844218461,0.47070441079657677,Tissue enhanced,Detected in many
ENSG00000176401,0.7353290567830838,0.3425181105081845,Tissue enhanced,Detected in all
ENSG00000162374,0.908181506979575,0.708277113215035,Tissue enhanced,Detected in many
ENSG00000155849,0.7339369569496386,0.4380079962748278,Tissue enhanced,Detected in all
ENSG00000066322,0.7507550674311556,0.3361148321980476,Tissue enhanced,Detected in all
ENSG00000197977,0.9153322429728808,0.6862396348052013,Tissue enhanced,Detected in many
ENSG00000197774,0.8360655737704916,0.4682455049023966,Tissue enhanced,Detected in many
ENSG00000165521,0.9007218008319061,0.586743658415926,Tissue enhanced,Detected in many
ENSG00000214595,0.8954621848739492,0.6789447222883758,Tissue enhanced,Detected in many
ENSG00000135638,0.9679310757448851,0.8414177618478695,Tissue enhanced,Detected in some
ENSG00000151023,0.9271165992477469,0.6547130622083184,Tissue enhanced,Detected in many
ENSG00000188316,0.8147299903567985,0.5313325492162042,Tissue enhanced,Detected in many
ENSG00000145293,0.7342380268436436,0.317393987780779,Tissue enhanced,Detected in all
ENSG00000136960,0.8058870954993121,0.5702792662719598,Tissue enhanced,Detected in many
ENSG00000164303,0.8807283904619971,0.707379599791812,Tissue enhanced,Detected in many
ENSG00000054179,0.7711446394893372,0.5254553434276936,Tissue enhanced,Detected in many
ENSG00000163508,0.8848832148556511,0.7030318666263371,Tissue enhanced,Detected in many
ENSG00000159023,0.8193426147129088,0.3396312079692161,Tissue enhanced,Detected in all
ENSG00000082397,0.7372495446265939,0.5145402142981477,Tissue enhanced,Detected in all
ENSG00000086289,0.8064663023679418,0.4934530473724723,Tissue enhanced,Detected in all
ENSG00000183317,0.8897408778424114,0.6301939524547109,Tissue enhanced,Detected in many
ENSG00000116106,0.823881258307488,0.4601228701882032,Tissue enhanced,Detected in many
ENSG00000145242,0.8838315654130502,0.6418291042207691,Tissue enhanced,Detected in many
ENSG00000080224,0.9139197367647924,0.6829683338265757,Tissue enhanced,Detected in many
ENSG00000106123,0.8532250651141415,0.5293906810035844,Tissue enhanced,Detected in many
ENSG00000072134,0.7938571697757678,0.37247685121957885,Tissue enhanced,Detected in all
ENSG00000273604,0.8774553571428569,0.6112180291746856,Tissue enhanced,Detected in many
ENSG00000187682,0.9043636363636364,0.6987298063879641,Tissue enhanced,Detected in some
ENSG00000178965,0.9114505712866372,0.7377171215880896,Tissue enhanced,Detected in some
ENSG00000144488,0.877131975492631,0.6229335276744272,Tissue enhanced,Detected in many
ENSG00000196482,0.9078655406524263,0.6937255751228011,Tissue enhanced,Detected in many
ENSG00000158220,0.9203336209375901,0.6228703882557463,Tissue enhanced,Detected in many
ENSG00000006468,0.9457012750455375,0.6784707965190213,Tissue enhanced,Detected in many
ENSG00000253831,0.9270701975620008,0.822732447817837,Tissue enhanced,Detected in some
ENSG00000126860,0.8085954807266283,0.5805695027168303,Tissue enhanced,Detected in many
ENSG00000067208,0.8511732561877207,0.41798310889562296,Tissue enhanced,Detected in all
ENSG00000198734,0.9661977551321816,0.7872379551305626,Tissue enhanced,Detected in many
ENSG00000103089,0.8900675024108005,0.7125038810316582,Tissue enhanced,Detected in many
ENSG00000172782,0.8871318729145511,0.6446906339379459,Tissue enhanced,Detected in many
ENSG00000168309,0.8621614814328111,0.6315448323881596,Tissue enhanced,Detected in all
ENSG00000150510,0.8482284505552617,0.5708756652152873,Tissue enhanced,Detected in many
ENSG00000175182,0.8529984715437409,0.4012614488912032,Tissue enhanced,Detected in all
ENSG00000185519,0.9308763112759764,0.660207029369283,Tissue enhanced,Detected in many
ENSG00000147724,0.8495930299208989,0.6391863429774971,Tissue enhanced,Detected in some
ENSG00000170074,0.9138157894736844,0.7018976115849067,Tissue enhanced,Detected in many
ENSG00000182230,0.8583282736288202,0.6254388501094543,Tissue enhanced,Detected in many
ENSG00000204442,0.8981880931837792,0.6501059571462211,Tissue enhanced,Detected in many
ENSG00000143340,0.9355834136933463,0.8030769625580618,Tissue enhanced,Detected in some
ENSG00000154319,0.9191877065220883,0.6079846694346855,Tissue enhanced,Detected in many
ENSG00000054965,0.7461863517846977,0.3721377050118786,Tissue enhanced,Detected in all
ENSG00000198780,0.7977215893303697,0.5214370619338442,Tissue enhanced,Detected in many
ENSG00000148468,0.7819186676126816,0.47771373086941127,Tissue enhanced,Detected in many
ENSG00000161682,0.8888339004021033,0.5719939926785769,Tissue enhanced,Detected in many
ENSG00000144369,0.905922792173453,0.6080004323723338,Tissue enhanced,Detected in many
ENSG00000140067,0.9027493169398908,0.657509512614818,Tissue enhanced,Detected in some
ENSG00000175170,0.8664646464646463,0.6266769865841075,Tissue enhanced,Detected in many
ENSG00000186973,0.961601739232622,0.8310559543371097,Tissue enhanced,Detected in some
ENSG00000104059,0.886853101896496,0.6401584887537022,Tissue enhanced,Detected in many
ENSG00000188916,0.871514642006445,0.5691333374929801,Tissue enhanced,Detected in many
ENSG00000204767,0.8387978142076502,0.6199751861042182,Tissue enhanced,Detected in many
ENSG00000183662,0.9155152224824357,0.734736861812668,Tissue enhanced,Detected in some
ENSG00000198673,0.8796543398144621,0.6079715793260585,Tissue enhanced,Detected in many
ENSG00000163377,0.9183480453972258,0.6949797738823773,Tissue enhanced,Detected in many
ENSG00000219438,0.8759073485033847,0.63201928929257,Tissue enhanced,Detected in many
ENSG00000179813,0.9529287700124628,0.8336257024981317,Tissue enhanced,Detected in some
ENSG00000164970,0.7932812815120001,0.4363169821380972,Tissue enhanced,Detected in all
ENSG00000139438,0.8328214888187204,0.5840579489830044,Tissue enhanced,Detected in many
ENSG00000084444,0.8008052919183206,0.4347867249629911,Tissue enhanced,Detected in many
ENSG00000171224,0.8510810168686148,0.5207141466309377,Tissue enhanced,Detected in many
ENSG00000197872,0.7839143818455149,0.43783307258685356,Tissue enhanced,Detected in all
ENSG00000149926,0.912483749246916,0.7061385807239118,Tissue enhanced,Detected in many
ENSG00000187773,0.885865585037462,0.688759101730547,Tissue enhanced,Detected in many
ENSG00000157470,0.8859586600142553,0.5711767520334416,Tissue enhanced,Detected in many
ENSG00000186523,0.7960000000000002,0.4905228758169935,Tissue enhanced,Detected in many
ENSG00000171847,0.8691836734693876,0.556554962986548,Tissue enhanced,Detected in many
ENSG00000229924,0.92875,0.7069567553048619,Tissue enhanced,Detected in single
ENSG00000153789,0.9648527176900441,0.8128263245234144,Tissue enhanced,Detected in some
ENSG00000158169,0.8151459954738646,0.3629695822200203,Tissue enhanced,Detected in all
ENSG00000165323,0.9087671232876716,0.684439292958563,Tissue enhanced,Detected in some
ENSG00000170271,0.8661762770360187,0.4745377349010149,Tissue enhanced,Detected in all
ENSG00000188573,0.8940680755810128,0.6601965346018961,Tissue enhanced,Detected in many
ENSG00000116661,0.798750975800156,0.619118804091267,Tissue enhanced,Detected in many
ENSG00000163013,0.8682124747698519,0.569167291822956,Tissue enhanced,Detected in many
ENSG00000132879,0.7911363817519994,0.38521334155194853,Tissue enhanced,Detected in all
ENSG00000109670,0.825891274105998,0.41388149872519686,Tissue enhanced,Detected in all
ENSG00000146618,0.8731026108075289,0.758201202843084,Tissue enhanced,Detected in some
ENSG00000163497,0.8772833723653395,0.817204301075269,Tissue enhanced,Detected in some
ENSG00000126266,0.9381249999999999,0.8028738212842388,Tissue enhanced,Detected in some
ENSG00000129682,0.845612996336454,0.5907699297522104,Tissue enhanced,Detected in many
ENSG00000078579,0.8785063752276862,0.6257510546725189,Tissue enhanced,Detected in some
ENSG00000075388,0.9035308953341742,0.8541178590737071,Tissue enhanced,Detected in some
ENSG00000102678,0.887663367832591,0.5904891715886718,Tissue enhanced,Detected in many
ENSG00000066468,0.8318137985447528,0.5324304241579274,Tissue enhanced,Detected in many
ENSG00000142621,0.931320103537532,0.7156644637832883,Tissue enhanced,Detected in many
ENSG00000130720,0.9328893442622952,0.7610990170855596,Tissue enhanced,Detected in many
ENSG00000179431,0.8395507938556863,0.47532375794678594,Tissue enhanced,Detected in many
ENSG00000119782,0.7880976226872595,0.4755103864860235,Tissue enhanced,Detected in all
ENSG00000126500,0.918,0.7023334220566051,Tissue enhanced,Detected in some
ENSG00000122025,0.9196227863369701,0.6590240336288036,Tissue enhanced,Detected in many
ENSG00000157827,0.7902037565540584,0.538524155686809,Tissue enhanced,Detected in many
ENSG00000228594,0.7666793747617233,0.5084461955183455,Tissue enhanced,Detected in many
ENSG00000277758,0.9229925405879773,0.7521881838074398,Tissue enhanced,Detected in some
ENSG00000086205,0.9315662224318907,0.7581430029040106,Tissue enhanced,Detected in many
ENSG00000110195,0.9569152034617625,0.8439111351814867,Tissue enhanced,Detected in many
ENSG00000204612,0.9723076923076921,0.88741302972802,Tissue enhanced,Detected in single
ENSG00000170122,0.904912280701754,0.5677905308464848,Tissue enhanced,Detected in some
ENSG00000187559,0.8724999999999998,0.79339758502271,Tissue enhanced,Detected in some
ENSG00000184659,0.828,0.562636165577342,Tissue enhanced,Detected in some
ENSG00000204779,0.8381818181818181,0.5770588235294118,Tissue enhanced,Detected in some
ENSG00000129654,0.9358548519589984,0.7553322366068229,Tissue enhanced,Detected in many
ENSG00000277117,0.7897903726708074,0.4548264277715559,Tissue enhanced,Detected in many
ENSG00000225899,0.9080000000000001,0.8053221288515411,Tissue enhanced,Detected in some
ENSG00000147234,0.9048543689320389,0.7690374632146277,Tissue enhanced,Detected in some
ENSG00000260230,0.9036669542709234,0.6205510907003449,Tissue enhanced,Detected in many
ENSG00000075618,0.775620156155464,0.4497851907035637,Tissue enhanced,Detected in many
ENSG00000053108,0.8505095259193621,0.5524193548387102,Tissue enhanced,Detected in many
ENSG00000137726,0.8514372962299673,0.48280348150925323,Tissue enhanced,Detected in all
ENSG00000109458,0.7936731557377048,0.3832996345693669,Tissue enhanced,Detected in all
ENSG00000033327,0.7518279857099932,0.41600039080946405,Tissue enhanced,Detected in all
ENSG00000204681,0.8243646779206533,0.5284548683981531,Tissue enhanced,Detected in many
ENSG00000166206,0.9206301018687177,0.6434626004158666,Tissue enhanced,Detected in many
ENSG00000182256,0.8824807426427023,0.6444238271957372,Tissue enhanced,Detected in many
ENSG00000175229,0.9043325526932084,0.6377624970505948,Tissue enhanced,Detected in many
ENSG00000144278,0.9213114754098359,0.6575111947748209,Tissue enhanced,Detected in many
ENSG00000131386,0.85535920564308,0.5879317814801688,Tissue enhanced,Detected in many
ENSG00000185274,0.8943024188925828,0.6232470089353328,Tissue enhanced,Detected in many
ENSG00000136542,0.8937332868271135,0.7542118942057792,Tissue enhanced,Detected in many
ENSG00000174473,0.8460742018981879,0.6496551949537539,Tissue enhanced,Detected in some
ENSG00000166573,0.897358490566038,0.6560482654600304,Tissue enhanced,Detected in some
ENSG00000128310,0.9184000000000002,0.8179712830013899,Tissue enhanced,Detected in some
ENSG00000136895,0.823019741052528,0.43660896130346205,Tissue enhanced,Detected in many
ENSG00000007237,0.8543037541363965,0.491374383546608,Tissue enhanced,Detected in all
ENSG00000169224,0.9619862200047519,0.7216609985309803,Tissue enhanced,Detected in many
ENSG00000119125,0.8868702060460215,0.7266679651798693,Tissue enhanced,Detected in many
ENSG00000104381,0.8550724637681159,0.4973802623809751,Tissue enhanced,Detected in many
ENSG00000168621,0.8862922915940014,0.5897402634841014,Tissue enhanced,Detected in many
ENSG00000153982,0.7671101962802322,0.42773090058123486,Tissue enhanced,Detected in many
ENSG00000168546,0.8264173497267759,0.49517216382747375,Tissue enhanced,Detected in many
ENSG00000125861,0.9820408163265305,0.9318996415770611,Tissue enhanced,Detected in some
ENSG00000010310,0.834872181395641,0.5290880678647167,Tissue enhanced,Detected in many
ENSG00000169562,0.9372205663189265,0.7277915632754342,Tissue enhanced,Detected in many
ENSG00000177291,0.8907103825136611,0.5030388031790558,Tissue enhanced,Detected in some
ENSG00000166105,0.888078276542786,0.6787247815298307,Tissue enhanced,Detected in many
ENSG00000138604,0.863687401751628,0.3253735768500947,Tissue enhanced,Detected in many
ENSG00000186417,0.8576837163517965,0.685676249692194,Tissue enhanced,Detected in many
ENSG00000188828,0.8938096403229754,0.7073272809220266,Tissue enhanced,Detected in some
ENSG00000109738,0.866151915104028,0.6122662311147404,Tissue enhanced,Detected in many
ENSG00000197045,0.7205581002892961,0.3276393484639881,Tissue enhanced,Detected in all
ENSG00000141404,0.934683925704204,0.543135965941995,Tissue enhanced,Detected in many
ENSG00000128266,0.8184807472359894,0.505367282104658,Tissue enhanced,Detected in many
ENSG00000186469,0.7951538682772502,0.49073248975227224,Tissue enhanced,Detected in all
ENSG00000168243,0.8083730651165828,0.5761432116270822,Tissue enhanced,Detected in many
ENSG00000167414,0.8793747617232176,0.566257382375644,Tissue enhanced,Detected in many
ENSG00000147437,0.8931984652947335,0.38039308807949457,Tissue enhanced,Detected in many
ENSG00000203618,0.9677471636953001,0.7386026370846106,Tissue enhanced,Detected in many
ENSG00000179399,0.8400371810038871,0.6371315516948233,Tissue enhanced,Detected in many
ENSG00000277494,0.9394507803121247,0.7381012339461095,Tissue enhanced,Detected in many
ENSG00000180998,0.8882504875863164,0.5568463794270251,Tissue enhanced,Detected in many
ENSG00000187037,0.8923734853884532,0.5342664689160801,Tissue enhanced,Detected in many
ENSG00000257008,0.863076923076923,0.6897347174163784,Tissue enhanced,Detected in some
ENSG00000178015,0.917665769513091,0.6415437502498302,Tissue enhanced,Detected in many
ENSG00000163328,0.8248709775349125,0.41953060585336566,Tissue enhanced,Detected in many
ENSG00000151025,0.915897021473101,0.6806155157399343,Tissue enhanced,Detected in many
ENSG00000250510,0.8837994214079072,0.5918810222036028,Tissue enhanced,Detected in many
ENSG00000144230,0.8688150310651999,0.6035235983735974,Tissue enhanced,Detected in many
ENSG00000184194,0.8030667043527417,0.45459936531002576,Tissue enhanced,Detected in many
ENSG00000166073,0.7696938923545624,0.42633096527586756,Tissue enhanced,Detected in many
ENSG00000277399,0.9730952380952379,0.8152295632698767,Tissue enhanced,Detected in some
ENSG00000183150,0.7921853814865033,0.5839525439358735,Tissue enhanced,Detected in many
ENSG00000188394,0.8356521739130434,0.5584535701072881,Tissue enhanced,Detected in many
ENSG00000172209,0.9304189435336975,0.7312153401546511,Tissue enhanced,Detected in some
ENSG00000170837,0.8398870181657069,0.5352034980819258,Tissue enhanced,Detected in many
ENSG00000181773,0.8405472343436726,0.5302459920815217,Tissue enhanced,Detected in many
ENSG00000135898,0.8735717834078486,0.6640953716690039,Tissue enhanced,Detected in some
ENSG00000156097,0.8533869471079492,0.6148007590132829,Tissue enhanced,Detected in some
ENSG00000119737,0.7828225231646471,0.5426530953763771,Tissue enhanced,Detected in many
ENSG00000270898,0.7934915586004406,0.593569632803371,Tissue enhanced,Detected in many
ENSG00000198932,0.7737261852015951,0.5083987584444039,Tissue enhanced,Detected in many
ENSG00000158301,0.768579234972678,0.48294270370238634,Tissue enhanced,Detected in many
ENSG00000167191,0.8527322404371582,0.6241435845884116,Tissue enhanced,Detected in all
ENSG00000185477,0.8866453418632546,0.44921218748446745,Tissue enhanced,Detected in many
ENSG00000125675,0.8966570234651239,0.6767157393375192,Tissue enhanced,Detected in many
ENSG00000182771,0.8308102596282056,0.6042592643088922,Tissue enhanced,Detected in many
ENSG00000164418,0.9117742065735285,0.6447317637977614,Tissue enhanced,Detected in many
ENSG00000163873,0.8755558505342803,0.5745188653431033,Tissue enhanced,Detected in many
ENSG00000149403,0.8519493756901386,0.6146527592641957,Tissue enhanced,Detected in many
ENSG00000105737,0.8173400096028534,0.5408283497476714,Tissue enhanced,Detected in many
ENSG00000105464,0.8875362318840582,0.6871755266658088,Tissue enhanced,Detected in some
ENSG00000196277,0.8688524590163935,0.6447983303842839,Tissue enhanced,Detected in some
ENSG00000179603,0.8920293951384959,0.6440762463343108,Tissue enhanced,Detected in many
ENSG00000130956,0.7717359484777514,0.4678577287157559,Tissue enhanced,Detected in all
ENSG00000103253,0.7209786136306899,0.425152203543844,Tissue enhanced,Detected in many
ENSG00000173805,0.8785272776135447,0.5761868829780543,Tissue enhanced,Detected in many
ENSG00000213931,0.8520332126889504,0.5495570783887678,Tissue enhanced,Detected in many
ENSG00000143630,0.816845675522894,0.4252751269565671,Tissue enhanced,Detected in many
ENSG00000121764,0.8903688524590164,0.6213742460005245,Tissue enhanced,Detected in some
ENSG00000165259,0.7912142502306438,0.3355987515630878,Tissue enhanced,Detected in many
ENSG00000173064,0.7807140423276416,0.2939525845316746,Tissue enhanced,Detected in all
ENSG00000002746,0.8939890710382516,0.6396529377880187,Tissue enhanced,Detected in many
ENSG00000197921,0.8581525473642877,0.582906427599456,Tissue enhanced,Detected in many
ENSG00000144485,0.8649097323096073,0.5222418618353213,Tissue enhanced,Detected in many
ENSG00000179111,0.9149102263856358,0.5999007444168734,Tissue enhanced,Detected in some
ENSG00000164683,0.8955526700211002,0.4797583714263023,Tissue enhanced,Detected in many
ENSG00000162669,0.9181151659939037,0.6002893221209744,Tissue enhanced,Detected in many
ENSG00000164161,0.8132188394483475,0.5977657324167105,Tissue enhanced,Detected in many
ENSG00000182218,0.7876991047552616,0.41928104039227865,Tissue enhanced,Detected in all
ENSG00000167861,0.8279609504512803,0.5009369749224066,Tissue enhanced,Detected in all
ENSG00000135245,0.8080773292923725,0.4940624966668208,Tissue enhanced,Detected in all
ENSG00000064393,0.7637707398130006,0.5290753279327092,Tissue enhanced,Detected in all
ENSG00000273542,0.8461981566820276,0.7350759448957964,Tissue enhanced,Detected in some
ENSG00000203811,0.8796078431372548,0.6324898674553621,Tissue enhanced,Detected in some
ENSG00000181218,0.9028234613056864,0.4165894346617238,Tissue enhanced,Detected in all
ENSG00000127124,0.8363078413954612,0.462823665557645,Tissue enhanced,Detected in many
ENSG00000146151,0.7965074839629369,0.5769200606472524,Tissue enhanced,Detected in many
ENSG00000215612,0.9517618240060303,0.7034703282234556,Tissue enhanced,Detected in some
ENSG00000188816,0.9493293591654249,0.8942652329749103,Tissue enhanced,Detected in some
ENSG00000188620,0.9402121504339442,0.8485095957533686,Tissue enhanced,Detected in some
ENSG00000152413,0.8468432696125701,0.5308982397824282,Tissue enhanced,Detected in many
ENSG00000105996,0.8623313105696945,0.6013445601259226,Tissue enhanced,Detected in many
ENSG00000120075,0.884236160608221,0.757876042044219,Tissue enhanced,Detected in many
ENSG00000198353,0.8780348620045652,0.6931250529167727,Tissue enhanced,Detected in many
ENSG00000172789,0.9109371176902379,0.7097896864007183,Tissue enhanced,Detected in many
ENSG00000128645,0.8484410157505623,0.674208982867726,Tissue enhanced,Detected in many
ENSG00000170178,0.9245218579234966,0.7929607866650674,Tissue enhanced,Detected in some
ENSG00000115756,0.8477139637852507,0.3583303742955215,Tissue enhanced,Detected in all
ENSG00000135116,0.899270349663603,0.6742353063994153,Tissue enhanced,Detected in some
ENSG00000002587,0.8631995477671001,0.5765926134334656,Tissue enhanced,Detected in many
ENSG00000249853,0.8438243023401326,0.6422255491356521,Tissue enhanced,Detected in some
ENSG00000171004,0.9083634342873018,0.6499568564980751,Tissue enhanced,Detected in many
ENSG00000185352,0.9651336898395719,0.8179490119634598,Tissue enhanced,Detected in some
ENSG00000167733,0.8148112847884104,0.44805917791504646,Tissue enhanced,Detected in all
ENSG00000165868,0.8362374127916966,0.4983138669062537,Tissue enhanced,Detected in all
ENSG00000126803,0.8174621863961599,0.6223115831771637,Tissue enhanced,Detected in many
ENSG00000135312,0.9062572154236896,0.625481842158653,Tissue enhanced,Detected in many
ENSG00000179546,0.9618032786885246,0.8663904998619163,Tissue enhanced,Detected in some
ENSG00000168830,0.8977409036385444,0.703766611408539,Tissue enhanced,Detected in some
ENSG00000149305,0.9250047107593742,0.5828067841702691,Tissue enhanced,Detected in some
ENSG00000157423,0.844053903862184,0.5898701096072088,Tissue enhanced,Detected in many
ENSG00000029559,0.9249074563722899,0.7783889614021997,Tissue enhanced,Detected in some
ENSG00000010404,0.815934608547684,0.4313153095004083,Tissue enhanced,Detected in all
ENSG00000188379,0.8780737704918034,0.6201911589008364,Tissue enhanced,Detected in some
ENSG00000137080,0.9161904761904761,0.8134556574923548,Tissue enhanced,Detected in some
ENSG00000120235,0.9400000000000001,0.9044117647058825,Tissue enhanced,Detected in single
ENSG00000120242,0.9803278688524591,0.9193548387096773,Tissue enhanced,Detected in single
ENSG00000147896,0.9094046591889554,0.6092611862643078,Tissue enhanced,Detected in some
ENSG00000197110,0.8973333333333335,0.8043478260869565,Tissue enhanced,Detected in some
ENSG00000174498,0.9130950029626704,0.6748596805032994,Tissue enhanced,Detected in some
ENSG00000204869,0.9021110980068403,0.611554978527914,Tissue enhanced,Detected in many
ENSG00000144847,0.8655655532273309,0.6647525065684836,Tissue enhanced,Detected in many
ENSG00000117154,0.9103937806320763,0.6338359940750495,Tissue enhanced,Detected in many
ENSG00000162729,0.7244268344322786,0.3858419411648726,Tissue enhanced,Detected in all
ENSG00000080854,0.9117149110129252,0.5102818604059298,Tissue enhanced,Detected in many
ENSG00000095752,0.8497861724875262,0.540193203381059,Tissue enhanced,Detected in many
ENSG00000189108,0.9067968318290665,0.6970723773380321,Tissue enhanced,Detected in some
ENSG00000197272,0.9653572533250847,0.7778592375366569,Tissue enhanced,Detected in some
ENSG00000164509,0.9137354766831133,0.6705426356589148,Tissue enhanced,Detected in many
ENSG00000145839,0.9514754098360655,0.8566308243727596,Tissue enhanced,Detected in some
ENSG00000143195,0.882422586520947,0.586598978092586,Tissue enhanced,Detected in many
ENSG00000198825,0.8391231742597078,0.5097197909667146,Tissue enhanced,Detected in all
ENSG00000173404,0.9369526162137888,0.7571298301607203,Tissue enhanced,Detected in some
ENSG00000027644,0.890578708275726,0.6895477794095306,Tissue enhanced,Detected in some
ENSG00000283154,0.8633333333333333,0.6170086232530476,Tissue enhanced,Detected in many
ENSG00000124313,0.7973348672227017,0.42828404037552037,Tissue enhanced,Detected in all
ENSG00000120645,0.9067726444775622,0.628715524802651,Tissue enhanced,Detected in many
ENSG00000170549,0.9366120218579235,0.7217926056856678,Tissue enhanced,Detected in many
ENSG00000170561,0.9051046248167403,0.7483420256261666,Tissue enhanced,Detected in many
ENSG00000167178,0.9213241344388889,0.6007903440573861,Tissue enhanced,Detected in many
ENSG00000143772,0.7458107089969084,0.4051368218915028,Tissue enhanced,Detected in all
ENSG00000152969,0.8948891031822567,0.660475724991854,Tissue enhanced,Detected in many
ENSG00000176049,0.8953800298062591,0.5939436675671379,Tissue enhanced,Detected in many
ENSG00000188385,0.8863636363636365,0.7222889155662269,Tissue enhanced,Detected in some
ENSG00000166086,0.7910368320204388,0.43963155408597077,Tissue enhanced,Detected in all
ENSG00000092051,0.8834186890392981,0.6659539134832089,Tissue enhanced,Detected in many
ENSG00000160145,0.8403036512667662,0.5181126344796991,Tissue enhanced,Detected in many
ENSG00000132854,0.878462408140192,0.7076282390269697,Tissue enhanced,Detected in many
ENSG00000232593,0.8121248499399758,0.3840966383866302,Tissue enhanced,Detected in many
ENSG00000176595,0.7574648711943793,0.5153084483670378,Tissue enhanced,Detected in many
ENSG00000151079,0.8457991803278687,0.5812102425005652,Tissue enhanced,Detected in some
